created_time,BI,BI_Simple,open,high,low,close,volume,BI_MA,BI_Simple_MA
2017-07-14,-0.2344007058388443,-0.11864406779661017,456.25,458.76,453.05,456.41,1772657.0,,
2017-07-15,-0.5831462853456169,-0.2923076923076923,456.25,458.76,453.05,456.41,1772657.0,,
2017-07-16,-0.03509131981127006,-0.01818181818181818,456.25,458.76,453.05,456.41,1772657.0,,
2017-07-17,-0.5172565140962812,-0.25609756097560976,457.04,458.04,446.28,450.07,3526368.0,,
2017-07-18,-0.014815085785140587,-0.007518796992481203,451.99,453.99,448.0,452.55,3068449.0,,
2017-07-19,-0.08576682175742506,-0.043478260869565216,454.0,463.62,452.8,456.86,5625994.0,,
2017-07-20,0.4054651081081644,0.20454545454545456,455.86,466.89,455.86,466.47,4663487.0,,
2017-07-21,0.10536051565782635,0.05333333333333334,466.96,475.01,463.66,473.2,4679241.0,,
2017-07-22,0.18721154208814636,0.0958904109589041,466.96,475.01,463.66,473.2,4679241.0,,
2017-07-23,-0.13815033848081718,-0.07142857142857142,466.96,475.01,463.66,473.2,4679241.0,-0.0910589905261258,-0.04538875697146564
2017-07-24,-0.015504186535965199,-0.0078125,474.88,485.35,474.88,477.8,4271643.0,-0.06916933859583789,-0.03430560019180462
2017-07-25,-0.11375888535665803,-0.05747126436781609,482.2,482.8,476.1,477.96,2192999.0,-0.022230598596942007,-0.010821957397816995
2017-07-26,-0.2851014258582893,-0.14285714285714285,478.05,481.63,466.56,471.63,3147018.0,-0.04723160920164394,-0.023289489865349462
2017-07-27,-0.16598513747426116,-0.08387096774193549,471.63,475.85,471.1,473.87,1959503.0,-0.012104471539441941,-0.006066830541982033
2017-07-28,0.06280090123903044,0.03167420814479638,471.0,484.07,467.71,483.92,4661877.0,-0.0043428728370248386,-0.0021475300282542743
2017-07-29,0.2787134024690205,0.14285714285714285,471.0,484.07,467.71,483.92,4661877.0,0.03210514958561972,0.016486010344416532
2017-07-30,0.27625337662815813,0.14285714285714285,471.0,484.07,467.71,483.92,4661877.0,0.01918397643761909,0.010317179175585358
2017-07-31,0.14842000511827322,0.075,484.0,487.96,481.0,481.22,3841218.0,0.02348992538366378,0.012483845842252022
2017-08-01,-0.25593337413720063,-0.12962962962962962,481.0,483.0,477.4,480.24,2750154.0,-0.02082456623887092,-0.01006815821660135
2017-08-02,0.10265415406008337,0.05194805194805195,480.04,484.88,478.51,482.84,2677422.0,0.003255883015219134,0.0022695041210609875
2017-08-03,-0.3610133455373305,-0.18072289156626506,483.68,486.85,475.63,477.22,3176839.0,-0.0312950328849174,-0.01502153503556552
2017-08-04,0.21029540883636075,0.10679611650485436,477.0,478.98,472.6,473.64,1868114.0,0.001110396534384482,0.0014052030517015257
2017-08-05,0.08701137698962969,0.045454545454545456,477.0,478.98,472.6,473.64,1868114.0,0.03832167681917638,0.020236371882870356
2017-08-06,0.083381608939051,0.043478260869565216,477.0,478.98,472.6,473.64,1868114.0,0.0632583514605076,0.03297129474402043
2017-08-07,0.0,0.0,472.5,482.4,471.13,481.56,2309937.0,0.05697826133660455,0.029803873929540793
2017-08-08,-0.1743533871447778,-0.08888888888888889,482.0,484.22,479.5,482.58,1605158.0,0.011671582375224726,0.006629270754937616
2017-08-09,0.395465024773581,0.19637462235649547,484.84,492.98,482.03,490.85,4179447.0,0.023592747189767012,0.011981018704872875
2017-08-10,0.066489741268833,0.03343465045592705,491.09,499.6,489.0,491.63,3536438.0,0.015399720804822988,0.007824483750465582
2017-08-11,-0.06506359334706188,-0.03278688524590164,489.0,496.55,483.48,484.06,3657257.0,0.03448669888383686,0.01750875818883838
2017-08-12,0.6241543090729939,0.3170731707317073,489.0,496.55,483.48,484.06,3657257.0,0.0866367143851279,0.04402127006720392
2017-08-13,-0.1466034741918754,-0.07692307692307693,489.0,496.55,483.48,484.06,3657257.0,0.10807770151967341,0.05440125153152273
2017-08-14,0.06595796779179737,0.033112582781456956,485.21,500.1,485.21,499.83,3933147.0,0.09364395741521708,0.04703289815918298
2017-08-15,0.29180578963564296,0.14590747330960854,500.11,501.1,495.01,495.97,2716322.0,0.11412339867981842,0.0570781909446893
2017-08-16,0.2401411276827808,0.12101910828025478,498.0,498.8,493.0,496.49,1858722.0,0.1297993505541914,0.06483227568575825
2017-08-17,0.010810916104215676,0.00546448087431694,497.6,497.6,489.8,492.69,2584673.0,0.13088044216461298,0.06537872377318996
2017-08-18,-0.05001042057466142,-0.02531645569620253,492.8,494.44,488.0,489.65,2385775.0,0.1433147388216246,0.07173596709245858
2017-08-19,0.3302416868705768,0.16981132075471697,492.8,494.44,488.0,489.65,2385775.0,0.1367924050313242,0.06907963693228072
2017-08-20,0.5363047090669756,0.2682926829268293,492.8,494.44,488.0,489.65,2385775.0,0.18377390181113845,0.09256544017937095
2017-08-21,0.2833624113072646,0.14285714285714285,488.0,494.4,486.94,489.73,2354662.0,0.21861650227657115,0.1101298429896754
2017-08-22,-0.01227009259181436,-0.006211180124223602,487.4,489.48,476.0,487.22,4245703.0,0.15497406211009035,0.07780140790408233
2017-08-23,0.2066142493629992,0.1044776119402985,485.45,494.63,484.32,494.01,2721499.0,0.1902958344655778,0.09594147679041987
2017-08-24,-0.21825356602001794,-0.1111111111111111,493.99,496.4,492.02,492.81,1815678.0,0.16187468108439626,0.08151910740116305
2017-08-25,0.1823215567939546,0.09333333333333334,493.45,494.25,489.32,492.99,1729788.0,0.15092625780022745,0.07626169340353554
2017-08-26,-0.2231435513142097,-0.11627906976744186,493.45,494.25,489.32,492.99,1729788.0,0.1045977899005284,0.05253187559876589
2017-08-27,0.7444404749474958,0.3684210526315789,493.45,494.25,489.32,492.99,1729788.0,0.1779607457848564,0.0888275327744921
2017-08-28,0.20294084399669038,0.10344827586206896,493.0,497.29,491.03,492.04,2902107.0,0.20325587224199157,0.10170400593031922
2017-08-29,-0.4737843520856416,-0.23809523809523808,493.02,494.88,488.01,489.44,2517662.0,0.12285326834636971,0.06091335004532372
2017-08-30,0.18721154208814636,0.0958904109589041,489.7,493.75,489.16,492.97,1850364.0,0.0879439516484868,0.0436731228485312
2017-08-31,-0.09763846956391606,-0.05,494.04,494.88,489.8,491.15,1873686.0,0.04984386356136873,0.024387408562816914
