date,open,high,low,close,volume
20200117,1110,1112.78,1101.01,1107.5,2347275
20200120,1111.86,1111.86,1082,1091,3539130
20200121,1081,1087,1072.3,1075.3,3287405
20200122,1070,1084,1055.38,1075.51,3620004
20200123,1076,1076,1037,1052.8,5346843
20200203,985,1010.68,980,1003.92,12344288
20200204,1015,1057,1011.01,1038.01,6262418
20200205,1050,1054,1033.03,1049.99,4741824
20200206,1059.43,1075,1052.02,1071,4717121
20200207,1070.01,1077,1061.02,1076,3127871
20200210,1062,1074.6,1057.2,1066.49,3053342
20200211,1063,1099.68,1062.8,1098,4791793
20200212,1089,1098.79,1085.88,1097.27,2812543
20200213,1098,1113.89,1088.01,1091,3035736
20200214,1090.45,1093.51,1083.11,1088,2328760
20200217,1082.5,1096.19,1082.4,1093.82,2702822
20200218,1090.01,1096.88,1083,1084,2666496
20200219,1085,1101.5,1078,1096.5,3705147
20200220,1096.7,1124,1095.41,1118,4680262
20200221,1111.46,1123.54,1110.01,1112.88,2894008
20200224,1105.5,1110,1085.5,1087.18,3865036
20200225,1078,1082.09,1067.88,1074.81,3838562
20200226,1062,1084,1055,1073.7,4356097
20200227,1076,1094.99,1076,1087.39,3449829
20200228,1070.3,1082,1049.97,1057,4994657
20200302,1050.11,1096.55,1050.01,1086.01,4766304
20200303,1098,1118.88,1098,1113,5025015
20200304,1125,1139,1116.24,1128.92,5379299
20200305,1136.31,1174.99,1130.56,1171,6242645
20200306,1163,1176,1151.98,1155.5,3064100
20200309,1135,1135,1111.31,1114.01,4340409
20200310,1113,1168,1113,1156,5806293
20200311,1155.5,1169.58,1141,1158.52,3554757
20200312,1141.22,1153,1125.1,1138.5,3663063
20200313,1090,1128.98,1080,1112.03,7588531
20200316,1103.98,1107.95,1062,1067,5123254
20200317,1055,1078,1011.12,1045.1,7935912
20200318,1040,1060,1007.99,1007.99,7345988
20200319,993.99,1015,960.1,996,10226507
20200320,1011,1043,1011,1035.28,6013919
20200323,1000,1035.28,991.52,1019,4847210
20200324,1043,1058.88,1035,1056,4665096
20200325,1087.98,1091.36,1074.2,1080.1,3704866
20200326,1073.33,1091.2,1062,1064.92,3004856
20200327,1085,1092,1075.01,1075.5,3626112
20200330,1060.25,1077,1057,1072,3068741
20200331,1082,1115,1081.8,1111,4798437
20200401,1117,1129,1103,1103,3320535
20200402,1104,1145,1103.88,1145,4520561
20200403,1139.03,1147.96,1131.98,1139.79,2761761
20200407,1161.95,1166.5,1148.89,1159.95,4348800
20200408,1152,1166.31,1152,1159.76,2422442
20200409,1166,1169,1147.96,1158.5,2281697
20200410,1157.88,1181.5,1153.5,1165,2780434
20200413,1165,1169.98,1148.5,1162.3,1598147
20200414,1176,1191.55,1166,1185.1,3679955
20200415,1192,1203.99,1187.1,1189.6,2933229
20200416,1192.97,1197.1,1184.1,1197.1,2172774
20200417,1210,1234.56,1205.01,1226,3824569
20200420,1221,1231.5,1216.8,1227.3,2423864
20200421,1221.02,1223.99,1193,1200,2922422
20200422,1206,1249.5,1202.22,1244.5,4403473
20200423,1250,1265.68,1247.77,1252.26,2689851
20200424,1248,1259.89,1235.18,1250.56,1912240
20200427,1257,1278.17,1250.96,1276,2590391
20200428,1285.31,1299.94,1271.88,1279.13,3466190
20200429,1277.8,1288.1,1258,1274.9,2344406
20200430,1271,1285.01,1258.88,1265.7,2466087
20200506,1251,1300,1250,1300,3583481
20200507,1299.4,1314.99,1293,1312,2793474
20200508,1317,1338,1308.51,1314.61,2907868
20200511,1320,1335,1313.67,1323.01,2367119
20200512,1318,1334.99,1316,1333,1972181
20200513,1333,1337.99,1322.88,1335.95,2201431
20200514,1330,1334.88,1325.11,1326.59,1857492
20200515,1329,1333.5,1301.88,1313,2639808
20200518,1306,1351.5,1305.13,1346.21,3436211
20200519,1364,1364,1338,1346.11,2478746
20200520,1346.11,1359.18,1336.81,1351,2118340
20200521,1355,1371.96,1352.86,1366.1,2305158
20200522,1366,1366.1,1322.88,1328.2,3442746
20200525,1330,1366.58,1321,1362.9,3156100
20200526,1369.88,1369.95,1355,1358,2247019
20200527,1359,1360,1333,1338,2677741
20200528,1337.97,1346.94,1321.13,1344,2648591
20200529,1332.1,1369.98,1332.1,1366.6,3044435
20200601,1381,1420.1,1381,1419.5,3547976
20200602,1416.01,1427.9,1406.66,1410.71,2596010
20200603,1415,1417.5,1395.77,1399.3,2355736
20200604,1396,1411,1396,1407.99,1803741
20200605,1405.25,1428.88,1401.08,1425,1834706
20200608,1425,1435,1402.01,1406.1,2930045
20200609,1408,1425,1400.68,1416.55,2261191
20200610,1425,1433.33,1417,1423.66,2270074
20200611,1411.01,1417.99,1396.99,1400.46,3071171
20200612,1387.17,1416.37,1383.31,1416.37,2842742
20200615,1402,1411.6,1381,1383,3461541
20200616,1398.5,1414,1393.13,1403.88,2920664
20200617,1411.86,1411.9,1395.02,1405,1945307
20200618,1404.9,1413.2,1400.1,1413,2101041
20200619,1420,1445.2,1415.1,1439.84,3895833
20200622,1435.1,1443.89,1433.2,1439,2324700
20200623,1435,1482,1433.52,1474.5,3393426
20200624,1463.6,1465.71,1445,1460.01,2513899
20200629,1448,1466,1437.01,1463.17,2808061
20200630,1463.12,1468.98,1455.12,1462.88,2244614
20200701,1468,1506.1,1464.02,1494.27,3868249
20200702,1499,1550.9,1495,1544,4588372
20200703,1550,1552.5,1516.88,1541.79,3512581
20200706,1538,1616,1531.81,1600,5182196
20200707,1603.09,1744.82,1601,1688,6666393
20200708,1680,1719,1660,1681.34,5316998
20200709,1691,1712,1682,1706,3503324
20200710,1689,1736.6,1688.94,1713.85,3710044
20200713,1714.68,1787,1714.68,1781.99,6072716
20200714,1781.99,1782.03,1748.4,1762,4609351
20200715,1744.88,1782.6,1744.71,1752.53,4071294
20200716,1729.91,1729.91,1600,1614,10224219
20200717,1620,1672.59,1620,1648.05,6590206
20200720,1652.5,1663.99,1588.88,1636.96,4528033
20200721,1646.64,1702.8,1630.99,1668,4196950
20200722,1658,1710,1658,1678.08,3920121
20200723,1672,1691,1650,1676,3432052
20200724,1654.85,1666,1585,1595.3,7875201
20200727,1616.01,1629.8,1600,1622.55,3878817
20200728,1630,1680,1630,1670,5491152
20200729,1690,1690,1633,1672,5074843
20200730,1671.2,1700.59,1670.5,1680,3837304
20200731,1685,1705,1646,1678.18,4068474
20200803,1686.88,1696.58,1660,1668,3466114
20200804,1675,1682.99,1660,1669.99,3194051
20200805,1662.09,1673.09,1643.31,1668,2552169
20200806,1670,1674.03,1630,1637.96,3264878
20200807,1644.77,1649.67,1598.5,1631,3424205
20200810,1627.97,1644.96,1608.11,1633.99,2362354
20200811,1640,1666.43,1640,1642.51,3581818
20200812,1633,1641,1605.25,1626.95,2793392
20200813,1630,1638.88,1609,1635,2054134
20200814,1639.9,1665.7,1631,1661,3765318
20200817,1674,1704.35,1670,1690,4357201
20200818,1697.38,1720,1691,1705,3042281
20200819,1700,1717,1682.99,1687,2691498
20200820,1674,1679,1656,1664,2238233
20200821,1673,1698,1671,1676,2508241
20200824,1700,1708,1691.01,1696.35,3093344
20200825,1704.8,1746.78,1698.63,1727,4187249
20200826,1734,1745,1715.02,1727,2621573
20200827,1731.99,1733.98,1705,1731,2263553
20200828,1731,1764,1721.5,1757,4229962
20200831,1770.58,1816,1770.58,1786.5,4781036
20200901,1792,1802,1775.01,1801.98,3163992
20200902,1825,1828,1770,1795,3200929
20200903,1795,1812,1779.7,1793,3043735
20200904,1766,1776.99,1746,1770,3085796
20200907,1760,1777.99,1703.97,1723.5,3111202
20200908,1732,1737.8,1677.07,1711.4,3447238
20200909,1699.67,1711,1680.04,1688,2596355
20200910,1703.74,1720,1700,1705.8,2477833
20200911,1688,1736,1688,1733,3108800
20200914,1745,1769,1730.58,1766,3105601
20200915,1769.99,1769.99,1747.75,1760,2082087
20200916,1760,1764.81,1719,1725.1,2251598
20200917,1700,1700,1658,1670.52,6367985
20200918,1665,1695,1635.01,1695,4720140
20200921,1692.76,1692.76,1666.66,1666.8,2244407
20200922,1650,1686.98,1650,1665.69,2326547
20200923,1635,1666.01,1621.02,1649.98,3572552
20200924,1635.97,1658.88,1626.8,1629.32,3005078
20200925,1630,1650,1625,1635.11,2258296
20200928,1635.19,1668.5,1635.19,1661,2423222
20200929,1669.33,1669.4,1652.3,1652.3,1743078
20200930,1660,1691.9,1660,1668.5,2708781
20201009,1692,1706.42,1688,1696,3423988
20201012,1700,1750.61,1700,1750.61,4372904
20201013,1750.62,1750.62,1735,1739,2294389
20201014,1740,1746.98,1726,1729,2048139
20201015,1721.13,1735,1721,1725,1620436
20201016,1725,1734.58,1703,1712,1737738
20201019,1725,1733.98,1691.9,1699,1922632
20201020,1699.99,1734.97,1695,1734,2773493
20201021,1734.1,1742.15,1723,1733.33,1890137
20201022,1730,1745,1715.51,1742.5,2248087
20201023,1740.78,1747.59,1714,1715.33,1929169
20201026,1619,1662.92,1600,1643,6601529
20201027,1643,1644,1616.12,1625,4394440
20201028,1626,1677,1625.08,1664.81,3463653
20201029,1654.84,1708,1647,1676,3937376
20201030,1678,1696,1665,1670.02,2605545
20201102,1675,1695,1672,1674.01,2106643
20201103,1684.99,1705.9,1675.5,1695,2349749
20201104,1700,1704,1685,1699.58,1644371
20201105,1717,1732.48,1712.1,1721.9,2352414
20201106,1730.55,1731.59,1690,1700.62,2305153
20201109,1701.38,1750.68,1700.62,1742.57,4146970
20201110,1752.92,1764.48,1736,1745,3018944
20201111,1745,1777.5,1731,1731.35,3485073
20201112,1730.01,1750,1722.27,1734.79,2347309
20201113,1724,1728.88,1691,1705,2815548
20201116,1711,1730.05,1697.26,1730.05,3061349
20201117,1740,1742.35,1701.07,1715.8,2522403
20201118,1715,1720.53,1683.16,1693.65,3517895
20201119,1684.5,1725,1680.6,1720.19,2781576
20201120,1720,1736,1712.65,1719.96,2187466
20201123,1771.01,1809.9,1771.01,1790.21,6663724
20201124,1769.99,1782.5,1751.47,1763.5,3246536
20201125,1761.5,1768.88,1724,1726.88,2822632
20201126,1726,1739.99,1725.18,1734.39,2322830
20201127,1732.66,1740.03,1718,1737.9,2156861
20201130,1735,1738.9,1713.91,1713.91,3194007
20201201,1726,1738.99,1720.01,1737,2819620
20201202,1746,1749,1731,1738.01,2357169
20201203,1738.01,1755.66,1732.1,1749,2950578
20201204,1752,1800.1,1752,1793.11,6249119
20201207,1802.7,1840.39,1800.55,1812.4,5833133
20201208,1815,1875,1813,1850,6145400
20201209,1865.95,1866,1839,1840,3115212
20201210,1840,1849.77,1828,1832.9,3265354
20201211,1834.78,1837.32,1804.81,1820,3077579
20201214,1827.77,1829.98,1815,1829,3305200
20201215,1833.5,1837.22,1805,1816.01,2960497
20201216,1830.5,1845.67,1820.21,1840,3215016
20201217,1845.5,1868,1840,1865.51,3603064
20201218,1851.81,1869.01,1841.08,1845,2707698
20201221,1840,1851.23,1837.6,1842.5,3069672
20201222,1849.97,1898.99,1842.51,1881,4065060
20201223,1897.99,1906.2,1821.02,1841.65,4770609
20201224,1818,1858.88,1795.02,1830.34,3785714
20201225,1802.99,1847,1800,1830,2308805
20201228,1826.6,1888.8,1826.05,1873,3008037
20201229,1873,1886.8,1855,1867,2286759
20201230,1870,1933,1869.99,1933,3445210
20201231,1941,1998.98,1939,1998,3886007
20210104,1999.98,2004.99,1983.81,1997,4351400
20210105,1990,2059.45,1982.46,2059.45,5211605
20210106,2064.8,2125,2036.03,2100,4741020
20210107,2097,2140,2075,2140,3793139
20210108,2142,2150.88,2063.02,2090,5386164
20210111,2090,2150.5,2058.6,2099.73,5107990
20210112,2088,2160.9,2085,2160.9,4105859
20210113,2164,2173.33,2135,2164,3438993
20210114,2156,2163,2116.11,2134,3615220
20210115,2115,2134.35,2029,2082,5950939
20210118,2061.06,2091.48,2040.27,2063,3914404
20210119,2073.11,2096.3,2006.85,2009.41,4634519
20210120,2008,2055.49,1982.5,2040.63,4508242
20210121,2048,2090.02,2041,2070,3831017
20210122,2069,2100,2060.1,2079.95,2924761
20210125,2083,2179.5,2083,2175,5595716
20210126,2185,2187,2125.11,2141.89,3174746
20210127,2141.89,2141.89,2085,2089,3712017
20210128,2080,2109.66,2060.02,2088,3512864
20210129,2101.19,2149.48,2090.22,2116.18,3370133
20210201,2130,2160,2095,2109.32,2934059
20210202,2112.22,2149.99,2102.1,2145,3458225
20210203,2150,2198.27,2140,2189.91,3871415
20210204,2191,2330,2191,2320.85,6385101
20210205,2325,2364.6,2291,2313,3972906
20210208,2337,2378.88,2313,2368.8,3578573
20210209,2368.8,2456.43,2350,2456.43,3329655
20210210,2485,2601.2,2485,2601,6137057
20210218,2587.98,2627.88,2465,2471,6591232
20210219,2451.16,2496.66,2381.6,2460,5938546
20210222,2455,2455,2278.22,2288.02,7893547
20210223,2265.14,2344.89,2265,2307,5745460
20210224,2307.99,2318,2160.5,2189,8211578
20210225,2209,2224.5,2121.21,2150,5972643
20210226,2100,2179.95,2067.3,2122.78,6652506
20210301,2179,2179,2120,2158,4491626
20210302,2180,2180,2033,2058,7076450
20210303,2040,2149.77,2033,2140,5421546
20210304,2095,2096,2010.1,2033,6508829
20210305,2000,2095,1988,2060.11,6377920
20210308,2074.96,2085,1960,1960,6309959
20210309,1955,2000,1900.18,1936.99,8226581
20210310,1977,1999.87,1967,1970.01,5117174
20210311,1975,2079.99,1961.48,2048,5676897
20210312,2070,2077,2002.01,2026,4032251
20210315,2050,2069.8,1951.15,1975.45,6248487
20210316,1974.93,2019.99,1965,2010.5,3464850
20210317,2000,2050,1976.01,2030.36,3137491
20210318,2035,2086.36,2035,2069.7,3386488
20210319,2035,2043,1992.23,2010,3578077
20210322,2000.1,2026.09,1955.55,1989.99,3691407
20210323,1998.88,2008.8,1970,1996,2744619
20210324,1981,2013,1981,1989,2935739
20210325,1970.01,1988.88,1946.8,1971,3157523
20210326,1985,2022,1958,2013,5001642
20210329,2043.2,2096.35,2026.15,2034.1,5699220
20210330,2040,2086,2035.08,2056.05,3262697
20210331,2045.1,2046.02,2000,2009,3715441
20210401,2021,2046.8,2001.22,2044.5,2658763
20210402,2056,2165,2056,2162,5202757
20210406,2161,2161.98,2102.3,2126.03,3274177
20210407,2104.06,2117.3,2050,2061,4020097
20210408,2047.03,2079,2044,2070,2854762
20210409,2042,2054,2005.01,2020,2880886
20210412,2011,2030,1991.7,2008.89,3194307
20210413,2020,2049.8,2009,2021,2899215
20210414,2035,2048,2016,2047,2411465
20210415,2030.9,2046.9,1990,2015.6,3436621
20210416,2025.08,2068,2012,2054.98,3029370
20210419,2055,2098.36,2033,2088,3175391
20210420,2071.1,2129,2070,2094.8,2829037
20210421,2076,2097.8,2065.1,2080,2614975
20210422,2089.9,2099,2051.5,2055.5,2685002
20210423,2055.97,2119.88,2052.5,2108.94,3346277
20210426,2132,2135,2073.6,2077.82,3404511
20210427,2087.08,2095.25,2065.09,2094.44,2210785
20210428,2010,2047.5,2003,2042,8134295
20210429,2047.04,2049.94,2014,2026.36,4128378
20210430,2026,2036,2003.71,2006.78,3840137
