created_time,BI,BI_Simple,open,high,low,close,volume,BI_MA,BI_Simple_MA
2020-10-17,0.319063673192949,0.1590909090909091,,,,,,,
2020-10-18,0.3286850460694443,0.1634980988593156,,,,,,,
2020-10-19,-0.30283487571896306,-0.15033860045146727,3351.1,3371.09,3307.84,3312.67,21230354000.0,,
2020-10-20,-0.1752750608422119,-0.08747731397459166,3307.15,3328.1,3293.77,3328.1,16508476200.0,,
2020-10-21,-0.26879739106125355,-0.13366093366093365,3332.15,3332.15,3304.17,3325.02,17763211500.0,,
2020-10-22,-0.2606966709737628,-0.12968299711815562,3315.82,3320.88,3281.37,3312.5,16594998700.0,,
2020-10-23,-0.29870599082375454,-0.1483118971061093,3308.16,3326.05,3276.62,3278.0,17420898200.0,,
2020-10-24,0.19974262114959718,0.09984639016897082,3308.16,3326.05,3276.62,3278.0,17420898200.0,,
2020-10-25,0.29327180193056773,0.14615384615384616,3308.16,3326.05,3276.62,3278.0,17420898200.0,,
2020-10-26,-0.296016085382849,-0.147012987012987,3258.7,3264.45,3226.6,3251.12,16773179500.0,-0.04615629324602366,-0.02278954850512028
2020-10-27,-0.23905012361374448,-0.11903285802851829,3240.74,3258.34,3235.54,3254.32,14911556600.0,-0.101967672926693,-0.05060192521706301
2020-10-28,-0.221205297903859,-0.1102216748768473,3256.22,3275.87,3238.38,3269.24,17318196500.0,-0.15695670732402334,-0.07797390259067931
2020-10-29,-0.11852186095781568,-0.05922254109052961,3235.76,3289.77,3231.12,3272.73,18470358900.0,-0.13852540584790857,-0.06886229665458554
2020-10-30,-0.33632944067637516,-0.16666666666666666,3278.63,3279.86,3219.42,3224.53,23018880300.0,-0.15463084383132492,-0.07678123192379303
2020-10-31,0.3092915567846359,0.15384615384615385,3278.63,3279.86,3219.42,3224.53,23018880300.0,-0.09682194904673595,-0.04803052317308428
2020-11-01,0.20394402080712037,0.1019202363367799,3278.63,3279.86,3219.42,3224.53,23018880300.0,-0.050357879868647634,-0.024870199827590728
2020-11-02,-0.18256081986484118,-0.0910871694417238,3228.72,3242.8,3209.91,3225.12,22677913700.0,-0.0387433627727563,-0.019147727061152177
2020-11-03,0.12701671160332895,0.06347826086956522,3239.81,3278.38,3237.85,3271.07,21529786400.0,-0.046015953727383124,-0.022784539991092735
2020-11-04,-0.052410220062646264,-0.026220250100847116,3273.43,3286.62,3254.11,3277.44,18851412800.0,-0.08058415592670451,-0.040021949616562066
2020-11-05,0.01526747213078838,0.007638888888888889,3305.58,3320.41,3291.6,3320.13,22680146200.0,-0.04945580017534078,-0.024556762026374482
2020-11-06,-0.10809089278068366,-0.05402782271109673,3326.46,3326.46,3292.15,3312.16,23486413200.0,-0.0363598770920347,-0.018056258494632323
2020-11-07,0.36000273403140703,0.17889908256880735,3326.46,3326.46,3292.15,3312.16,23486413200.0,0.021760926101491905,0.01085581724993314
2020-11-08,0.2658723561572313,0.13274336283185842,3326.46,3326.46,3292.15,3312.16,23486413200.0,0.0602003478129966,0.03005240764217194
2020-11-09,0.27895833042060625,0.138671875,3329.43,3380.82,3329.43,3373.73,31021977100.0,0.12172912492269475,0.0605862618088386
2020-11-10,-0.10625697470486344,-0.053106744556558685,3387.62,3387.62,3346.17,3360.15,27870111300.0,0.08017427177374481,0.03989097196856735
2020-11-11,-0.24919503504674373,-0.12403340550572224,3354.02,3365.84,3339.04,3342.2,27120465300.0,0.034860366188358395,0.017295607784317133
2020-11-12,-0.10755824083435235,-0.053763440860215055,3344.46,3350.28,3329.49,3338.68,21650130900.0,0.04236062409140728,0.021027980642468008
2020-11-13,-0.2087743193968063,-0.10407239819004525,3327.23,3327.23,3291.64,3310.1,22789836400.0,0.008781520991393755,0.0042729147365069605
2020-11-14,0.3469503940467376,0.1724137931034483,3327.23,3327.23,3291.64,3310.1,22789836400.0,0.04871758240233214,0.0241363190569365
2020-11-15,0.22616927223074682,0.11298482293423272,3327.23,3327.23,3291.64,3310.1,22789836400.0,0.06980776241232799,0.03467091246147089
2020-11-16,0.1493452885523198,0.07459207459207459,3325.62,3346.97,3313.65,3346.97,27959376100.0,0.09555138054562833,0.04753290219178802
2020-11-17,-0.0960333327826876,-0.04801010739102969,3347.15,3347.7,3323.95,3339.9,28363247900.0,0.04994777386421887,0.024841983195804315
2020-11-18,-0.06688971341093762,-0.03345724907063197,3337.33,3358.89,3333.99,3347.3,28753125900.0,0.016671566907401975,0.008221922005555276
2020-11-19,0.025953738053415804,0.012987012987012988,3339.09,3367.33,3330.45,3363.09,25326299200.0,-0.00862889232931707,-0.004346564195743424
2020-11-20,0.1867688322306217,0.09319462505418293,3359.6,3380.15,3356.31,3377.73,26127121900.0,0.020673688364231446,0.010283572765330738
2020-11-21,0.3281468603241943,0.16322701688555347,3359.6,3380.15,3356.31,3377.73,26127121900.0,0.07840787790132527,0.039009615004458306
2020-11-22,0.5462869339953662,0.26750448833034113,3359.6,3380.15,3356.31,3377.73,26127121900.0,0.1437923953842971,0.07113640792351392
2020-11-23,0.13377534464850127,0.06682867557715674,3384.1,3431.65,3377.99,3414.49,37387204700.0,0.17804736178882788,0.08822651530023412
2020-11-24,0.09863941498474893,0.04931714719271624,3407.41,3413.93,3396.24,3402.82,30099414400.0,0.15321626388262902,0.0759168507091609
2020-11-25,-0.27915441680913416,-0.13873052071455722,3417.52,3423.49,3362.33,3362.33,32211020700.0,0.1026838949786409,0.05074531634428192
2020-11-26,-0.1264841471091196,-0.06319485078993564,3360.06,3371.45,3344.28,3369.73,25588682200.0,0.07510095141249697,0.0369666238060809
2020-11-27,-0.095888381612859,-0.047933884297520664,3373.84,3408.31,3364.49,3408.31,28064989400.0,0.07511544652947982,0.036974246115431805
2020-11-28,0.4744579795951159,0.2337917485265226,3373.84,3408.31,3364.49,3408.31,28064989400.0,0.12925021583008517,0.06369914587514726
2020-11-29,0.4486587173494391,0.22142857142857142,3373.84,3408.31,3364.49,3408.31,28064989400.0,0.1715207137596875,0.0845433017193031
2020-11-30,-0.3258546459568106,-0.16155352480417753,3418.16,3456.74,3391.76,3391.76,38498996800.0,0.12025836594094426,0.059068486733467054
2020-12-01,0.08920391210308226,0.04459142308512908,3388.99,3457.64,3386.91,3451.94,31618898000.0,0.09636407111883305,0.04720492735342462
2020-12-02,0.06253934366217785,0.03127846948071667,3453.52,3465.73,3435.87,3449.38,31281111400.0,0.04798931208551423,0.023582325468462173
2020-12-03,-0.00550532259535529,-0.0027548209366391185,3448.54,3452.16,3428.8,3442.14,29845993000.0,0.03406124536112857,0.016623975817082588
